Tradename,License ,UBI,Street Address,Suite Rm,City,State,county,Zip Code,Priv Desc,Privilege Status,Day Phone
MARIJUANA MART                               ,428846,6033519760010004,6230 197TH SW AVE             ,                         ,ROCHESTER               ,WA,THURSTON,985790000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3608587188
MARLEY 420                                   ,420889,6030644390010002,16204 SE 272ND ST  STE 1      ,STE 1                    ,COVINGTON               ,WA,KING,980428213,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2067147733
MARLEY 420                                   ,435092,6030644390010003,27022 168TH PL SE             ,                         ,COVINGTON               ,WA,KING,98042    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2067147733
MARY JANE,415652,6034779210010001,13513 NE 126TH PL SUITE C,,KIRKLAND,WA,KING,980348725,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4252996565
MARY JANE'S,414864,6033578800010001,1037 W MARINA DR,,MOSES LAKE,WA,GRANT,988370000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5099893639
MARY JANE'S,417646,6033578800010002,2829 N MARKET ST,,SPOKANE,WA,SPOKANE,992075553,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5099893639
MARY JANE'S                                  ,417646,6041385610010001,2829 N MARKET ST              ,                         ,SPOKANE                 ,WA,SPOKANE,99207    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098554485
MARY JANE'S HOUSE OF GRASS                   ,422158,6034341890010002,8312 E MILL PLAIN BLVD        ,                         ,VANCOUVER               ,WA,CLARK,986642007,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3603357823
MARY JANE'S HOUSE OF MARIJUANA               ,413844,6033550730010002,RETAIL TITLE CERTIFICATE      ,                         ,WASHOUGAL               ,WA,CLARK,986712123,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3609312169
MARY JANE'S HOUSE OF MARIJUANA               ,413844,6033550730010002,RETAIL TITLE CERTIFICATE      ,                         ,WASHOUGAL               ,WA,CLARK,986712123,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,3609312169
MARY JANES                                   ,414864,6041405300010001,1037 W MARINA DR              ,                         ,MOSES LAKE              ,WA,GRANT,98837    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098554485
MARY JEAN'S GREENS INC.                      ,412048,6031183740010002,3204 MERIDIAN AVE E           ,                         ,EDGEWOOD                ,WA,PIERCE,983722608,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2537356550
MARY MART                                    ,415037,6033576040010003,3005 6TH AVE STE B            ,                         ,TACOMA                  ,WA,PIERCE,984066202,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2533271675
MARY MART,424311,6033576040010004,3002 6TH AVE STE 100,,TACOMA,WA,PIERCE,984066203,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2539614231
MARY MART INC                                ,424311,6036229840010002,3002 6TH AVE STE 100          ,                         ,TACOMA                  ,WA,PIERCE,984066203,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2539614231
MARY'S FINEST MARIJUANA,415325,6033022670010002,12230 AURORA AVE N STE B,,SEATTLE,WA,KING,981338033,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066438576
MERGENTHALER WASHINGTON (TITLE OWNER ONLY)   ,415544,6042110130000000,RETAIL TITLE CERTIFICATE      ,                         ,FEDERAL WAY             ,WA,KING,980032406,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2063355857
MILL CREEK NATURAL FOODS,414250,6024882990010005,4315 MAIN ST STE A,,UNION GAP,WA,YAKIMA,989032115,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5098400186
MILLER'S MARIJUANA,415001,6033581030010001,5675 STATE ROUTE 12 STE 1,,ELMA,WA,GRAYS HARBOR,985410000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3604709265
MILLERS MARIJUANA                            ,415001,6033565140010009,5675 STATE ROUTE 12 STE 1     ,                         ,ELMA                    ,WA,GRAYS HARBOR,985410000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3606379282
MILLERS MARIJUANA                            ,437305,6033565140010010,302 W WALDRIP ST              ,                         ,ELMA                    ,WA,GRAYS HARBOR,985410000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3606379282
MISTER BUDS                                  ,414735,6021513210010001,536 MARINE DR STE B           ,                         ,PORT ANGELES            ,WA,CLALLAM,98363    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3607971966
MJ LONG,414789,6035718900010001,RETAIL TITLE CERTIFICATE,,MARYSVILLE,WA,SNOHOMISH,982717227,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3016336086
MJ LONG,414789,6035718900010001,RETAIL TITLE CERTIFICATE,,MARYSVILLE,WA,SNOHOMISH,982717227,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,3016336086
MJ'S POT SHOP,415314,6006078980010001,1335 SE BISHOP BLVD,,PULLMAN,WA,WHITMAN,991636408,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5093325203
MJ'S POT SHOP                                ,415314,6034563770010001,1335 SE BISHOP BLVD           ,                         ,PULLMAN                 ,WA,WHITMAN,991636408,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5093321011
MO BETA GREEN,421918,6046012740010002,8962 BEAVER VALLEY RD,,CHIMACUM,WA,JEFFERSON,983250000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3603794689
MODERN CREATIONS                             ,414227,6033573650010001,31140 PACIFIC HWY S           ,                         ,FEDERAL WAY             ,WA,KING,980033807,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2064657550
MODERN CREATIONS,422951,6033573650010006,10825 MYERS WAY S STE 200,,SEATTLE,WA,KING,981681367,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2064657550
MODERN CREATIONS                             ,424430,6033573650010007,3014 S 320TH ST               ,                         ,FEDERAL WAY             ,WA,KING,980035421,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2064657550
MOLECULE                                     ,072413,6035831590010001,51 MORGAN ST UNIT A           ,                         ,DAVENPORT               ,WA,LINCOLN,991229553,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5092279683
MOLECULE                                     ,426443,6035831590010006,206 MORGAN ST                 ,                         ,DAVENPORT               ,WA,LINCOLN,991225178,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5099362310
"MOUNT BAKER RETAIL PARTNERS, LLC             ",422981,6033568920010001,12539 E MARGINAL WAY S STE C  ,                         ,TUKWILA                 ,WA,KING,981682560,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2068182083
MOUNT VERNON CANNABIS,422796,6035584490010006,17929 STATE ROUTE 536,STE B,MOUNT VERNON,WA,SKAGIT,982733216,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608994428
MOUNT VERNON CANNABIS CENTER                 ,414060,6032584710010002,2714 HENSON RD                ,                         ,MOUNT VERNON            ,WA,SKAGIT,98273    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),9259891998
MOUNT VERNON RETAIL HOLDINGS LLC             ,422796,6048648970010001,17929 STATE ROUTE 536  STE B  ,STE B                    ,MOUNT VERNON            ,WA,SKAGIT,982733216,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2062401308
MR. BILLS OF BUCKLEY,413980,6034052370010001,29297 HWY 410 E STE D,,BUCKLEY,WA,PIERCE,983218482,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2533835855
MR. BILLS OF BUCKLEY,424751,6034052370010002,29393 STATE ROUTE 410 E STE D,,BUCKLEY,WA,PIERCE,983219424,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3607617540
MR. DOOBEES                                  ,415206,6034123630010001,2870 OCEAN AVE                ,TAYLOR PARK BLDG #4      ,RAYMOND                 ,WA,PACIFIC,985774926,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3608758016
MR. DOOBEES                                  ,424190,6034123630010003,1410 40TH ST                  ,                         ,SEAVIEW                 ,WA,PACIFIC,98644    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3608758016
MR. GREEN JEANS                              ,414973,6035781100010001,4316 NE 399TH ST              ,                         ,LA CENTER               ,WA,CLARK,986294627,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3609034055
MR. GREENS CANNABIS                          ,427850,6041450900010003,15029 BOTHELL WAY NE STE 100  ,                         ,LAKE FOREST PARK        ,WA,KING,98155    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2069202178
MR. O.G.,417949,6041366620010002,9823 15TH AVE SW UNIT D1,UNIT D1,SEATTLE,WA,KING,981062847,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066128710
MUELLER HILLTOP LLC (TITLE OWNER ONLY)       ,413789,6044512990000000,RETAIL TITLE CERTIFICATE      ,                         ,FEDERAL WAY             ,WA,KING,980034994,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2069924008
MUFFYS POT SHOP                              ,413930,6033593550010001,3134 E HIGHWAY 101 SUITE A    ,                         ,PORT ANGELES            ,WA,CLALLAM,983629074,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3608082532
MUKILTEO CANNABIS CO                         ,421952,6035764680010001,11012 MUKILTEO SPEEDWAY #A    ,                         ,MUKILTEO                ,WA,SNOHOMISH,982755400,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2534595741
MULTIVERSE HOLDINGS                          ,414785,6042287530010001,14343 15TH AVE NE             ,                         ,SEATTLE                 ,WA,KING,981253162,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4256985381
NATURAL BLESSING                             ,417471,6034145890010002,12811 CANYON ROAD EAST  STE 3 ,SUITE 3                  ,PUYALLUP                ,WA,PIERCE,983730000,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2066817241
NATURAL BLESSING CANNABIS                    ,423390,6034145890010003,17024 PACIFIC AVE S STE B     ,STE B                    ,SPANAWAY                ,WA,PIERCE,98387    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2534333961
NATURAL GREEN                                ,421687,6035707080010001,51 MORGAN ST UNIT B           ,                         ,DAVENPORT               ,WA,LINCOLN,991220000,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2062269725
NATURALLY GREEN CARE CENTER,357353,6031533890010004,RETAIL TITLE CERTIFICATE,,WINLOCK,WA,LEWIS,985969750,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2532731260
NATURALLY GREEN CARE CENTER,357353,6031533890010004,RETAIL TITLE CERTIFICATE,,WINLOCK,WA,LEWIS,985969750,RETAIL CERTIFICATE HOLDER          ,FORMER TITLE CERTIFICATE,2532731260
NATURE'S GIFTS                               ,414181,6033561890010004,822 W WASHINGTON ST           ,                         ,SEQUIM                  ,WA,CLALLAM,98382    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3607971993
NATURES RECREATIONAL CENTER,421562,6041296190010001,3833 PACIFIC AVE STE 3-C,,TACOMA,WA,PIERCE,984187897,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2535721500
NEXT STEPS,421698,6035719190010001,2804 E 30TH AVE,,SPOKANE,WA,SPOKANE,992234782,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5202508988
NIMBIN FARM                                  ,415658,6031887750010002,10859 1ST AVE S STE A         ,                         ,SEATTLE                 ,WA,KING,981681309,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2532617600
NIRVANA CANNABIS COMPANY                     ,422329,6033591910010004,930 1/2 VALLEY MALL PKWY      ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988024402,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5098082361
NIRVANA CANNABIS COMPANY                     ,422498,6033591910010006,210 CHARDONNAY AVE STE D      ,                         ,PROSSER                 ,WA,BENTON,993509529,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5098082361
NIRVANA CANNABIS COMPANY                     ,422507,6033591910010005,11980 W SUNSET HWY STE A      ,                         ,AIRWAY HEIGHTS          ,WA,SPOKANE,990019403,CANNABIS RETAILER                  ,CLOSED (PERMANENT),5098082361
NIRVANA CANNABIS COMPANY                     ,424951,6033591910010007,4950 ARENA RD                 ,                         ,RICHLAND                ,WA,BENTON,993527857,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098082391
NIRVANA CANNABIS COMPANY                     ,427666,6033591910010008,24713 E WELLESLEY AVE         ,                         ,OTIS ORCHARDS           ,WA,SPOKANE,990279709,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098082361
NIRVANA CANNABIS COMPANY                     ,434100,6033591910010009,181 ROCK ISLAND RD            ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988025353,CANNABIS RETAILER                  ,ACTIVE (ISSUED),5098082361
NORTH BAY MARIJUANA                          ,413407,6033496500010002,211 E NORTH BAY RD            ,STE B                    ,ALLYN                   ,WA,MASON,98524    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3608014269
NORTHWEST CANNABIS,413996,6031041270010001,1411 E OLIVE WAY,,SEATTLE,WA,KING,981222127,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4256985381
NORTHWEST CANNABIS,413996,6042776010010001,1411 E OLIVE WAY,,SEATTLE,WA,KING,981222127,CANNABIS RETAILER                  ,CLOSED (PERMANENT),4256985381
NORTHWEST CANNABIS                           ,424599,6056674520010001,17905 STATE ROUTE 536         ,                         ,MOUNT VERNON            ,WA,SKAGIT,98273    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),3608995234
NORTHWEST CANNABIS CONNECTION                ,415227,6032284040010001,9506 CANYON RD E              ,                         ,PUYALLUP                ,WA,PIERCE,983716302,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2532123000
NORTHWEST CANNABIS CONNECTION                ,423492,6032284040010003,11522 CANYON RD E             ,                         ,PUYALLUP                ,WA,PIERCE,98373    ,CANNABIS RETAILER                  ,ACTIVE (ISSUED),2532920444
NORTHWEST PATIENT RESOURCE CENTER,413996,6031041270010001,9456 35TH AVE SW,,SEATTLE,WA,KING,981263825,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2065882841
NOVEL TREE                                   ,414656,6046417090010001,625 N CALLOW AVE              ,                         ,BREMERTON               ,WA,KITSAP,983123903,CANNABIS RETAILER                  ,CLOSED (PERMANENT),3609301700
NSK CANNABIS,413676,6033549100010001,100 N 85TH ST,,SEATTLE,WA,KING,981033602,CANNABIS RETAILER                  ,CLOSED (PERMANENT),2063137702
