index,name,name_slug,dba,dba_slug,type,url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_usda,license_state,license_other,delivery,sells_seeds,duplicate
US-0008664,NULEAF CLARK DISPENSARY LLC,nuleaf-clark-dispensary-llc,NULEAF CLARK DISPENSARY LLC,nuleaf-clark-dispensary-llc,dispensary,,,,NV,,US,,,,,,5.46E+19,FALSE,FALSE,FALSE,TRUE
US-0008665,NULEAF INCLINE DISPENSARY LLC,nuleaf-incline-dispensary-llc,NULEAF INCLINE DISPENSARY LLC,nuleaf-incline-dispensary-llc,dispensary,,,,NV,,US,,,,,,7.79E+19,FALSE,FALSE,FALSE,TRUE
US-0008666,NuMed Chicago LLC,numed-chicago-llc,NuEra,nuera,other,,1308 W. North Ave.,Chicago,IL,60642,US,41.91078715,-87.66078411,(773) 687-8480,,,284.000035-AUDO,FALSE,FALSE,FALSE,TRUE
US-0008667,"NuMed Chicago, LLC",numed-chicago-llc,NuEra,nuera,other,,1415 Corporate Blvd,Aurora,IL,60502,US,41.8026939,-88.28184174,(815) 993-3300,,,284.000072-AUDO,FALSE,FALSE,FALSE,TRUE
US-0008668,NuMed East Peoria LLC,numed-east-peoria-llc,NuEra,nuera,other,,504 Riverside Dr. East,Peoria,IL,61611,US,40.68208077,-89.58579612,(309) 839-1330,,,284.000036-AUDO,FALSE,FALSE,FALSE,TRUE
US-0008669,NuMed East Peoria LLC,numed-east-peoria-llc,NuEra,nuera,other,,3249 Court St,Pekin,IL,61554,US,40.54782731,-89.60601414,(309) 839-1330,,,284.000116-AUDO,FALSE,FALSE,FALSE,TRUE
US-0008670,NuMed Urbana LLC,numed-urbana-llc,NuEra,nuera,other,,105 E. University Ave.,Urbana,IL,61801,US,40.11634424,-88.20742213,(217) 607-2867,,,284.000037-AUDO,FALSE,FALSE,FALSE,TRUE
US-0008671,NuMed Urbana LLC,numed-urbana-llc,NuEra,nuera,other,,"102 E Green St Champaign,, IL 61820",,IL,,US,40.1104381,-88.2384162,(309) 303-2535,,,284.000115-AUDO,FALSE,FALSE,FALSE,TRUE
US-0008672,Nuna Harvest LLC,nuna-harvest-llc,Nuna Harvest LLC,nuna-harvest-llc,dispensary,,696 Locust St,Mount Vernon,NY,10552,US,40.92593,-73.83946,,,,OCM-CAURD-24-000140,FALSE,FALSE,FALSE,TRUE
US-0008673,"Nurture Nature Properties, Inc",nurture-nature-properties-inc,"Nurture Nature Properties, Inc",nurture-nature-properties-inc,cultivator,,,,CA,,US,,,(707) 684-9529,Davidtneira@outlook.Com,,CCL22-0001230,FALSE,FALSE,FALSE,FALSE
US-0008674,Nutmeg Hamden JV LLC,nutmeg-hamden-jv-llc,Nutmeg Hamden JV LLC,nutmeg-hamden-jv-llc,dispensary,,3825 WHITNEY AVE,HAMDEN,CT,6518,US,41.43282468,-72.90786565,,,,ACRE.0015653,FALSE,FALSE,FALSE,FALSE
US-0008675,NUTMEG HARTFORD JV LLC,nutmeg-hartford-jv-llc,HIGHER COLLECTIVE,higher-collective,dispensary,,1396 Park Street,Hartford,CT,6106,US,41.75810576,-72.70201359,,,,ACRE.0015652,FALSE,FALSE,FALSE,FALSE
US-0008676,NUTMEG KILLINGLY JV LLC,nutmeg-killingly-jv-llc,HIGHER COLLECTIVE,higher-collective,dispensary,,"HIGHER COLLECTIVE
1078 N MAIN ST
SUITE 6",KILLINGLY,CT,6241,US,41.8396771,-71.8754999,,,,ACRE.0015655,FALSE,FALSE,FALSE,TRUE
US-0008677,NUTMEG NEW BRITAIN JV LLC,nutmeg-new-britain-jv-llc,BRIX CANNABIS,brix-cannabis,cultivator,,1 HARTFORD SQ UNIT 16A,NEW BRITAIN,CT,6052,US,41.66652024,-72.81675597,,,,ACME.0008474,FALSE,FALSE,FALSE,TRUE
US-0008678,NUTMEG NEW LONDON JV LLC,nutmeg-new-london-jv-llc,HIGHER COLLECTIVE,higher-collective,dispensary,,595 Bank Street,New London,CT,6320,US,41.34988713,-72.10289673,,,,ACRE.0015657,FALSE,FALSE,FALSE,FALSE
US-0008679,NUTMEG NORTHWEST JV LLC,nutmeg-northwest-jv-llc,HIGHER COLLECTIVE,higher-collective,dispensary,,53 McDermott Avenue,Torrington,CT,6790,US,41.81283568,-73.12421112,,,,ACRE.0015662,FALSE,FALSE,FALSE,FALSE
US-0008680,NUTMEG SOUTHWEST JV LLC,nutmeg-southwest-jv-llc,HIGHER COLLECTIVE,higher-collective,dispensary,,3369 FAIRFIELD AVE,BRIDGEPORT,CT,6605,US,41.15487302,-73.2351151,,,,ACRE.0015654,FALSE,FALSE,FALSE,FALSE
US-0008681,NUTRITIONAL ELEMENTS LLC,nutritional-elements-llc,THE HEALTH CENTER,health-center,dispensary,,2777 South Colorado Boulevard,Denver,CO,80222,US,39.66599,-104.9407616,,,,402-00891|402R-00020,FALSE,FALSE,FALSE,TRUE
US-0008682,NUTRITIONAL ELEMENTS LLC,nutritional-elements-llc,THE HEALTH CENTER,health-center,cultivator|dispensary,,4800 North Nome Street,Denver,CO,80239,US,39.78431914,-104.8525722,,,,403-00462|403R-00025,FALSE,FALSE,FALSE,FALSE
US-0008683,NUVUE PHARMA LLC,nuvue-pharma-llc,NUVUE PHARMA LLC,nuvue-pharma-llc,dispensary,,2304 East Platte Avenue,Colorado Springs,CO,80909,US,38.83709399,-104.7871247,,,,402-00389|402R-01085,FALSE,FALSE,FALSE,FALSE
US-0008684,NUVUE PHARMA LLC,nuvue-pharma-llc,NUVUE PHARMA LLC,nuvue-pharma-llc,dispensary,,"1842 South Parker Road, Unit 18",Denver,CO,80231,US,39.68293402,-104.8809265,,,,402-00399|402R-00891,FALSE,FALSE,FALSE,FALSE
US-0008685,NUVUE PHARMA LLC,nuvue-pharma-llc,NUVUE PHARMA LLC,nuvue-pharma-llc,dispensary,,1400 Van Buren Street,Trinidad,CO,81082,US,37.1611372,-104.5138276,,,,402R-00689,FALSE,FALSE,FALSE,FALSE
US-0008686,NUVUE PHARMA LLC,nuvue-pharma-llc,NUVUE PHARMA LLC,nuvue-pharma-llc,dispensary,,503 Patton Street,Cortez,CO,81321,US,37.35524148,-108.5499819,,,,402R-00779,FALSE,FALSE,FALSE,FALSE
US-0008687,NUVUE PHARMA LLC,nuvue-pharma-llc,NUVUE PHARMA LLC,nuvue-pharma-llc,dispensary,,1003 West Tomichi Avenue,Gunnison,CO,81230,US,38.54441658,-106.9387623,,,,402R-00828,FALSE,FALSE,FALSE,FALSE
US-0008688,NUVUE PHARMA LLC,nuvue-pharma-llc,NUVUE PHARMA LLC,nuvue-pharma-llc,dispensary,,"1805 Santa Fe Drive, Unit E",Pueblo,CO,81006,US,38.24567338,-104.5774226,,,,402R-00843,FALSE,FALSE,FALSE,TRUE
US-0008689,NUVUE PHARMA LLC,nuvue-pharma-llc,NUVUE PHARMA LLC,nuvue-pharma-llc,cultivator|dispensary|other,,4740 Dillon Drive,Pueblo,CO,81008,US,38.32066516,-104.6124624,,,,403-01656|403R-00530|404-00455|404R-00137|402-01062|402R-00650,FALSE,FALSE,FALSE,TRUE
US-0008690,NW HOLDING GROUP LLC,nw-holding-group-llc,Sweet Chron,sweet-chron,dispensary,,18438,Redwood Hwy Selma,OR,97538-9763,US,42.2783747,-123.6169289,,,,050-10237169ACB,FALSE,FALSE,FALSE,TRUE
US-0008691,NWCHRONIC LLC,nwchronic-llc,CannaVida,cannavida,dispensary,,325,Ne Franklin Ave Bend,OR,97701-4917,US,44.0557535,-121.3017327,,,,050-1006946EE11,FALSE,FALSE,FALSE,TRUE
US-0008692,NXNW RETAIL LLC / CANNABIS AND GLASS,nxnw-retail-llc-cannabis-and-glass,NXNW RETAIL LLC / CANNABIS AND GLASS,nxnw-retail-llc-cannabis-and-glass,dispensary,,25101 E APPLEWAY AVE,LIBERTY LAKE,WA,99019,US,47.68647577,-117.0685744,5099991112,,,428760,FALSE,FALSE,FALSE,TRUE
US-0008693,NXNW RETAIL LLC/CANNABIS & GLASS,nxnw-retail-llccannabis-glass,NXNW RETAIL LLC/CANNABIS & GLASS,nxnw-retail-llccannabis-glass,dispensary,,9403 E TRENT AVE,MILLWOOD,WA,99206,US,47.68196221,-117.27865,5099991112,,,82587,FALSE,FALSE,FALSE,TRUE
US-0008694,NY Cannabis Dispensary LLC,ny-cannabis-dispensary-llc,NY Cannabis Dispensary LLC,ny-cannabis-dispensary-llc,dispensary,ganjapalacedispensary.com/,343 N Comrie Ave,Johnstown,NY,12095,US,43.02406,-74.36083,,,,OCM-RETL-24-000089,FALSE,FALSE,FALSE,TRUE
US-0008695,NY CJ Ball Inc.,ny-cj-ball-inc,NY CJ Ball Inc.,ny-cj-ball-inc,dispensary,,"2520 Vestal Parkway, East Suite 2",Vestal,NY,13850,US,42.09432,-76.00762,,,,OCM-RETL-24-000236,FALSE,FALSE,FALSE,TRUE
US-0008696,NY Danksters LLC,ny-danksters-llc,NY Danksters LLC,ny-danksters-llc,other,,,,NY,,US,43.01033,-76.57436,,,,OCM-MICR-24-000021,FALSE,FALSE,FALSE,TRUE
US-0008697,NY Elite Enterprises 2 Inc,ny-elite-enterprises-2-inc,NY ELITE CANNABIS,ny-elite-cannabis,dispensary,nyelitecannabis.com,4215 Bell Blvd,Bayside,NY,11361,US,40.7625,-73.77036,,,,OCM-CAURD-24-000153,FALSE,FALSE,FALSE,TRUE
US-0008698,NY Organix LLC,ny-organix-llc,NY Organix LLC,ny-organix-llc,other,underdevelopment.com,,,NY,,US,41.88815,-74.25857,,,,OCM-MICR-24-000101,FALSE,FALSE,FALSE,TRUE
US-0008699,NY Retail 2 Inc.,ny-retail-2-inc,NY Retail 2 Inc.,ny-retail-2-inc,dispensary,,372 E Fordham Rd,Bronx,NY,10458,US,40.86182,-73.89242,,,,OCM-RETL-24-000154,FALSE,FALSE,FALSE,TRUE
US-0008700,NY Retail 5 Inc.,ny-retail-5-inc,NY Retail 5 Inc.,ny-retail-5-inc,dispensary,,519 Madison Ave,New York,NY,10022,US,40.75999,-73.97398,,,,OCM-RETL-24-000260,FALSE,FALSE,FALSE,TRUE
US-0008701,"NY Rochester Group, LLC",ny-rochester-group-llc,Mango Cannabis,mango-cannabis,dispensary,,3553 West Henrietta Road,Henrietta,NY,14623,US,43.0824,-77.63939,,,,OCM-RETL-24-000005,FALSE,FALSE,FALSE,TRUE
US-0008702,"NYCANNA, LLC",nycanna-llc,The Botanist,botanist,dispensary,https://shopbotanist.com/,2365 Broadhollow Rd.,Farmingdale,NY,11737,US,40.75513,-73.422,,,,MM0603D,FALSE,FALSE,FALSE,FALSE
US-0008703,NYCECITY LLC,nycecity-llc,Society House,society-house,dispensary,,2441 Flatbush Ave,Brooklyn,NY,11234,US,40.61112,-73.92372,,,,OCM-CAURD-24-000162,FALSE,FALSE,FALSE,FALSE
US-0008704,"NYIAJ & KUB FARM, LLC",nyiaj-kub-farm-llc,"NYIAJ & KUB FARM, LLC",nyiaj-kub-farm-llc,cultivator,,,,CA,,US,,,(707) 599-5758,Postmountain1371@outlook.Com,,CCL25-0000400,FALSE,FALSE,FALSE,FALSE
US-0008705,Nyiaj & Kub LLC,nyiaj-kub-llc,Nyiaj & Kub LLC,nyiaj-kub-llc,cultivator,,,,CA,,US,,,(916) 529-7350,NyiajandkubLLC@outlook.Com,,CCL19-0005159,FALSE,FALSE,FALSE,FALSE
US-0008706,NYSE3AU-RETAIL INC,nyse3au-retail-inc,Silk Road NYC,silk-road-nyc,dispensary,Silkroadnyc.com,16630 Jamaica Ave,Jamaica,NY,11432,US,40.70616,-73.79304,,,,OCM-CAURD-24-000062,FALSE,FALSE,FALSE,FALSE
US-0008707,"NZ Group, LLC",nz-group-llc,"NZ Group, LLC",nz-group-llc,cultivator,,,,CA,,US,,,(323) 909-0534,Hollywooddiamondsnaz@gmail.Com,,CCL19-0001581,FALSE,FALSE,FALSE,FALSE
US-0008708,O LIMITED,o-limited,SILVER STEM FINE CANNABIS,silver-stem-fine-cannabis,dispensary,,"1 West 1st Street, Unit 1D",Nederland,CO,80466,US,39.96193108,-105.5102755,,,,402R-00116,FALSE,FALSE,FALSE,FALSE
US-0008710,Oak Creek Farm LLC,oak-creek-farm-llc,Oak Creek Farm,oak-creek-farm,other,,,,CA,,US,,,(858) 945-1854,Alon@oakcreekfarm.Com,,C11-0001919-LIC,FALSE,FALSE,FALSE,FALSE
US-0008711,"Oak Creek Farm, LLC",oak-creek-farm-llc,"Oak Creek Farm, LLC",oak-creek-farm-llc,cultivator,,,,CA,,US,,,(858) 945-1854,Alon@oakcreekfarm.Com,,CCL20-0002107,FALSE,FALSE,FALSE,FALSE
US-0008712,"Oak Creek Farm, LLC",oak-creek-farm-llc,"Oak Creek Farm, LLC",oak-creek-farm-llc,cultivator,,,,CA,,US,,,(858) 945-1854,Alon@oakcreekfarm.Com,,CCL20-0002109,FALSE,FALSE,FALSE,FALSE
US-0008713,"Oak Creek Farm, LLC",oak-creek-farm-llc,"Oak Creek Farm, LLC",oak-creek-farm-llc,cultivator,,,,CA,,US,,,(858) 945-1854,Alon@oakcreekfarm.Com,,CCL20-0002110,FALSE,FALSE,FALSE,FALSE
US-0008714,"Oak Creek Farm, LLC",oak-creek-farm-llc,"Oak Creek Farm, LLC",oak-creek-farm-llc,cultivator,,,,CA,,US,,,(858) 945-1854,Alon@oakcreekfarm.Com,,CCL20-0002111,FALSE,FALSE,FALSE,FALSE
US-0008715,"Oak Creek Farm, LLC",oak-creek-farm-llc,"Oak Creek Farm, LLC",oak-creek-farm-llc,cultivator,,,,CA,,US,,,(858) 945-1854,Alon@oakcreekfarm.Com,,CCL20-0002112,FALSE,FALSE,FALSE,FALSE
US-0008716,"Oak Creek Farm, LLC",oak-creek-farm-llc,"Oak Creek Farm, LLC",oak-creek-farm-llc,cultivator,,,,CA,,US,,,(858) 945-1854,Alon@oakcreekfarm.Com,,CCL20-0002113,FALSE,FALSE,FALSE,FALSE
US-0008717,"Oak Creek Farm, LLC",oak-creek-farm-llc,"Oak Creek Farm, LLC",oak-creek-farm-llc,cultivator,,,,CA,,US,,,(858) 945-1854,Alon@oakcreekfarm.Com,,CCL20-0002114,FALSE,FALSE,FALSE,FALSE
US-0008718,"Oak Creek Farm, LLC",oak-creek-farm-llc,"Oak Creek Farm, LLC",oak-creek-farm-llc,cultivator,,,,CA,,US,,,(858) 945-1854,Alon@oakcreekfarm.Com,,CCL20-0002115,FALSE,FALSE,FALSE,FALSE
US-0008719,"Oak Creek Farm, LLC",oak-creek-farm-llc,"Oak Creek Farm, LLC",oak-creek-farm-llc,cultivator,,,,CA,,US,,,(858) 945-1854,Alon@oakcreekfarm.Com,,CCL20-0002117,FALSE,FALSE,FALSE,FALSE
US-0008720,"Oak Creek Farm, LLC",oak-creek-farm-llc,"Oak Creek Farm, LLC",oak-creek-farm-llc,cultivator,,,,CA,,US,,,(858) 945-1854,Alon@oakcreekfarm.Com,,CCL20-0002118,FALSE,FALSE,FALSE,TRUE
US-0008721,"Oak Creek Farm, LLC",oak-creek-farm-llc,"Oak Creek Farm, LLC",oak-creek-farm-llc,cultivator,,,,CA,,US,,,(858) 945-1854,Alon@oakcreekfarm.Com,,CCL24-0000463,FALSE,FALSE,FALSE,TRUE
US-0008722,"Oak Creek Farm, LLC",oak-creek-farm-llc,"Oak Creek Farm, LLC",oak-creek-farm-llc,cultivator,,,,CA,,US,,,(858) 945-1854,Alon@oakcreekfarm.Com,,CCL24-0000464,FALSE,FALSE,FALSE,FALSE
US-0008723,"Oak Grove Group, LLC",oak-grove-group-llc,Weed Shop,weed-shop,dispensary,,"7095 Hollywood Blvd, Suite 201",Los Angeles,CA,90028,US,34.101933,-118.345019,(310) 801-9779,OakgrovegroupLLC@gmail.Com,,C10-0000945-LIC,FALSE,FALSE,FALSE,TRUE
US-0008724,Oak Mesa Management LLC,oak-mesa-management-llc,Oak Mesa Management LLC,oak-mesa-management-llc,cultivator,,,,CA,,US,,,(303) 808-9134,Michael@perennial-Holdings.Com,,CCL20-0000795,FALSE,FALSE,FALSE,FALSE
US-0008725,Oak Mesa Management LLC,oak-mesa-management-llc,Oak Mesa Management LLC,oak-mesa-management-llc,cultivator,,,,CA,,US,,,(303) 808-9134,Michael@perennial-Holdings.Com,,CCL20-0002098,FALSE,FALSE,FALSE,FALSE
US-0008726,Oak Mesa Management LLC,oak-mesa-management-llc,Oak Mesa Management LLC,oak-mesa-management-llc,cultivator,,,,CA,,US,,,(303) 808-9134,Michael@perennial-Holdings.Com,,CCL24-0000258,FALSE,FALSE,FALSE,FALSE
US-0008727,Oak Queens LLC,oak-queens-llc,Oak Queens LLC,oak-queens-llc,other,,,,NY,,US,41.88815,-74.25857,,,,OCM-MICR-24-000093,FALSE,FALSE,FALSE,FALSE
US-0008728,Oakfruitland LLC,oakfruitland-llc,Oakfruitland LLC,oakfruitland-llc,cultivator,,,,CA,,US,,,(909) 662-7922,Linziliu@gmail.Com,,CCL19-0001019,FALSE,FALSE,FALSE,FALSE
US-0008729,Oakfruitland LLC,oakfruitland-llc,Oakfruitland LLC,oakfruitland-llc,cultivator,,,,CA,,US,,,(909) 662-7922,Linziliu@gmail.Com,,CCL20-0001891,FALSE,FALSE,FALSE,FALSE
US-0008730,Oakfruitland LLC,oakfruitland-llc,Oakfruitland LLC,oakfruitland-llc,cultivator,,,,CA,,US,,,(909) 662-7922,Linziliu@gmail.Com,,CCL20-0001892,FALSE,FALSE,FALSE,FALSE
US-0008731,Oakfruitland LLC,oakfruitland-llc,Oakfruitland LLC,oakfruitland-llc,cultivator,,,,CA,,US,,,(909) 662-7922,Linziliu@gmail.Com,,CCL20-0001893,FALSE,FALSE,FALSE,TRUE
US-0008732,Oakfruitland LLC,oakfruitland-llc,Oakfruitland LLC,oakfruitland-llc,cultivator,,,,CA,,US,,,(909) 662-7922,Linziliu@gmail.Com,,CCL21-0005302,FALSE,FALSE,FALSE,TRUE
US-0008733,"Oakfruitland, LLC",oakfruitland-llc,"Oakfruitland, LLC",oakfruitland-llc,other,,,,CA,,US,,,(909) 662-7922,Linziliu@gmail.Com,,C11-0001966-LIC,FALSE,FALSE,FALSE,TRUE
US-0008734,Oakland Equity Collective,oakland-equity-collective,Oakland Equity Collective,oakland-equity-collective,other,,,,CA,,US,,,(209) 623-9844,Adolph@zipp.Delivery,,C12-0000410-LIC,FALSE,FALSE,FALSE,FALSE
US-0008735,Oakland Equity Collective,oakland-equity-collective,Oakland Equity Collective,oakland-equity-collective,other,,,,CA,,US,,,(209) 623-9844,Adolph@zipp.Delivery,,DCC-10004749,FALSE,FALSE,FALSE,FALSE
US-0008736,Oakland Trading Company LLC [Equity Retailer],oakland-trading-company-llc-equity-retailer,Oakanna [Equity Retailer],oakanna-equity-retailer,dispensary,,3238 Lakeshore Ave,Oakland,CA,94610,US,37.8104967,-122.2447367,(510) 333-6835,Joshua.Eugene.Chase@gmail.Com,,C10-0000965-LIC,FALSE,FALSE,FALSE,TRUE
US-0008737,Oaklyfe LLC [Equity Retailer],oaklyfe-llc-equity-retailer,NUG [Equity Retailer],nug-equity-retailer,dispensary,,"1600 Broadway, Suite 50",Oakland,CA,94612,US,37.805974,-122.269661,(510) 418-0156,Hmanktip@hotmail.Com,,C10-0000369-LIC,FALSE,FALSE,FALSE,TRUE
US-0008738,Oakwest LLC,oakwest-llc,Oakwest LLC,oakwest-llc,cultivator,,,,CA,,US,,,(347) 667-9155,OakwestLLC@gmail.Com,,CCL23-0000050,FALSE,FALSE,FALSE,FALSE
US-0008739,OASIS AG WATSONVILLE LLC LLC,oasis-ag-watsonville-llc-llc,OASIS AG WATSONVILLE LLC LLC,oasis-ag-watsonville-llc-llc,cultivator,,,,CA,,US,,,(212) 256-1186,Michaelhvrt@gmail.Com,,CCL24-0000407,FALSE,FALSE,FALSE,FALSE
US-0008740,Oasis Cannabis LLC,oasis-cannabis-llc,Oasis Cannabis LLC,oasis-cannabis-llc,other,,,,NY,,US,43.17314,-78.69095,,,,OCM-MICR-24-000047,FALSE,FALSE,FALSE,TRUE
US-0008741,Oasis Cannabis LLC,oasis-cannabis-llc,Oasis Cannabis LLC,oasis-cannabis-llc,other,,,,NY,,US,43.17314,-78.69095,,,,OCM-MICR-24-000047,FALSE,FALSE,FALSE,TRUE
US-0008742,Ob Family Holdings LLC,ob-family-holdings-llc,Military Meds,military-meds,other,,,,CA,,US,,,(707) 227-4343,Info@obffc.Com,,DCC-10003317,FALSE,FALSE,FALSE,FALSE
US-0008743,OB FAMILY HOLDINGS LLC,ob-family-holdings-llc,OB FAMILY HOLDINGS LLC,ob-family-holdings-llc,other,,,,CA,,US,,,(707) 867-2000,Info@obffc.Com,,C11-0001081-LIC,FALSE,FALSE,FALSE,FALSE
US-0008744,OBIE ENTERPRISES LLC,obie-enterprises-llc,OBIE ENTERPRISES LLC,obie-enterprises-llc,cultivator,,,,CA,,US,,,(661) 488-6069,Tomobarr@gmail.Com,,CCL18-0001311,FALSE,FALSE,FALSE,FALSE
US-0008745,Obsidian Sf LLC [Equity Retailer],obsidian-sf-llc-equity-retailer,Obsidian Dispensary [Equity Retailer],obsidian-dispensary-equity-retailer,dispensary,,1017 Divisadero St,San Francisco,CA,94115,US,37.778962,-122.438937,(415) 610-3703,Obsidiandispensary@gmail.Com,,C10-0001273-LIC,FALSE,FALSE,FALSE,TRUE
US-0008746,"Oc Beauty Manufacturers, LLC",oc-beauty-manufacturers-llc,Yummi Karma,yummi-karma,other,,,,CA,,US,,,(844) 732-2495,Kymber@yummikarma.Com,,DCC-10001946,FALSE,FALSE,FALSE,TRUE
US-0008747,"Oc Coast, Inc.",oc-coast-inc,Hightend,hightend,dispensary,,"3395 Indian Canyon Dr N, Suite A",Palm Springs,CA,92262,US,33.859939,-116.545921,(619) 729-3729,Idealmarket12@gmail.Com,,C10-0000673-LIC,FALSE,FALSE,FALSE,FALSE
US-0008748,OCC WNY Ventures,occ-wny-ventures,Star Buds,star-buds,dispensary,,396 Kenmore Ave,Buffalo,NY,14223,US,42.95802,-78.83371,,,,OCM-CAURD-24-000204,FALSE,FALSE,FALSE,FALSE
US-0008749,Ocdd Enterprises [Equity Retailer],ocdd-enterprises-equity-retailer,FROM THE EARTH [Equity Retailer],from-the-earth-equity-retailer,dispensary,,3023 Orange Ave,Santa Ana,CA,92707,US,33.706702,-117.863948,(657) 444-7336,K@fromtheearth.Com,,C10-0001595-LIC,FALSE,FALSE,FALSE,TRUE
US-0008750,OCEAN BOTANICALS INC,ocean-botanicals-inc,OCEAN BOTANICALS INC,ocean-botanicals-inc,other,,,,CA,,US,,,(818) 254-8662,Info@equitybrands.Co,,C12-0000644-LIC,FALSE,FALSE,FALSE,TRUE
US-0008751,OCEAN BREEZE CULTIVATORS LLC,ocean-breeze-cultivators-llc,OCEAN BREEZE CULTIVATORS LLC,ocean-breeze-cultivators-llc,dispensary,,9 Whistle Stop Way,Gloucester,MA,1930,US,42.617038,-70.668052,917-847-0040,wally@oceanbreezecultivators.com,,MR283656,FALSE,FALSE,FALSE,TRUE
US-0008752,"Ocean Capital IL, Inc.",ocean-capital-il-inc,Tree Haus - Diamond,tree-haus-diamond,other,,2910 E Division St,Diamond,IL,60416,US,41.28863006,-88.24748919,,,,284.000161-AUDO,FALSE,FALSE,FALSE,TRUE
US-0008753,"Ocean Capital IL, Inc.",ocean-capital-il-inc,Tree Haus – Morris,tree-haus-morris,other,,50 Gore Rd,Morris,IL,60450,US,41.39203942,-88.42310505,(815) 513-3194,,,284.000160-AUDO,FALSE,FALSE,FALSE,TRUE
US-0008754,"Ocean Deep Garden-B, Inc.",ocean-deep-garden-b-inc,Ocean Deep,ocean-deep,other,,,,CA,,US,,,(949) 537-6111,Ek@oceandeepgroup.Com,,C11-0001955-LIC,FALSE,FALSE,FALSE,FALSE
US-0008755,"Ocean Deep Garden-B, Inc.",ocean-deep-garden-b-inc,OCEAN DEEP,ocean-deep,other,,,,CA,,US,,,(949) 537-6111,Ek@oceandeepgroup.Com,,DCC-10005038,FALSE,FALSE,FALSE,TRUE
US-0008756,OCEAN GREENS,ocean-greens,OCEAN GREENS,ocean-greens,dispensary,,10524 AURORA AVE N,SEATTLE,WA,98133,US,47.70619587,-122.3446309,2062299893,,,428942,FALSE,FALSE,FALSE,TRUE
US-0008757,"Ocean View Acres 1, LLC",ocean-view-acres-1-llc,"Ocean View Acres 1, LLC",ocean-view-acres-1-llc,cultivator,,,,CA,,US,,,(707) 477-3510,Oceanviewacres1@gmail.Com,,CCL23-0000111,FALSE,FALSE,FALSE,FALSE
US-0008758,"Ocotillo Vista, Inc.",ocotillo-vista-inc,"Ocotillo Vista, Inc.",ocotillo-vista-inc,other,,2330 North 75th Avenue,Phoenix,AZ,85035,US,33.47333167,-112.2207966,602-786-7988,,,00000051ESYP04501588,FALSE,FALSE,FALSE,FALSE
US-0008759,"OCS GREEN LEAVES, LLC",ocs-green-leaves-llc,"OCS GREEN LEAVES, LLC",ocs-green-leaves-llc,dispensary,,12 Latti Farm Road,Millbury,MA,1527,US,42.215922,-71.772271,781-405-1771,karen@gcc-brands.com,,MR284476,FALSE,FALSE,FALSE,FALSE
US-0008760,Octane Detroit,octane-detroit,Octane Detroit,octane-detroit,dispensary,,10101 Fenkell ST,Detroit,MI,48238,US,42.40243362,-83.16081747,,,,AU-R-001172,FALSE,FALSE,FALSE,TRUE
US-0008761,Octavio Diaz,octavio-diaz,Octavio Diaz,octavio-diaz,cultivator,,,,CA,,US,,,(707) 272-2392,Odiaz_1977@sbcglobal.Net,,CCL21-0005084,FALSE,FALSE,FALSE,FALSE
US-0008762,"October Basics, LLC",october-basics-llc,"October Basics, LLC",october-basics-llc,dispensary,,4790 Commercial Dr,New Hartford,NY,13413,US,43.0951,-75.30518,,,,OCM-RETL-24-000110,FALSE,FALSE,FALSE,FALSE
US-0008763,Odyssey Agricultural Development LLC,odyssey-agricultural-development-llc,Traditional,traditional,other,,,,CA,,US,,,(323) 632-6469,Aaron@odyssey-Insights.Com,,C11-0001869-LIC,FALSE,FALSE,FALSE,FALSE
US-0008764,ODYSSEY AGRICULTURAL DEVELOPMENT LLC,odyssey-agricultural-development-llc,ODYSSEY AGRICULTURAL DEVELOPMENT LLC,odyssey-agricultural-development-llc,cultivator,,,,CA,,US,,,(323) 632-6469,Aaron@traditional.Com,,CCL21-0001374,FALSE,FALSE,FALSE,TRUE
US-0008765,ODYSSEY AGRICULTURAL DEVELOPMENT LLC,odyssey-agricultural-development-llc,ODYSSEY AGRICULTURAL DEVELOPMENT LLC,odyssey-agricultural-development-llc,cultivator,,,,CA,,US,,,(323) 636-6469,Aaron@traditional.Com,,CCL21-0001379,FALSE,FALSE,FALSE,FALSE
US-0008766,ODYSSEY AGRICULTURAL DEVELOPMENT LLC,odyssey-agricultural-development-llc,ODYSSEY AGRICULTURAL DEVELOPMENT LLC,odyssey-agricultural-development-llc,cultivator,,,,CA,,US,,,(323) 632-6469,Aaron@traditional.Com,,CCL21-0001383,FALSE,FALSE,FALSE,FALSE
US-0008767,ODYSSEY AGRICULTURAL DEVELOPMENT LLC,odyssey-agricultural-development-llc,ODYSSEY AGRICULTURAL DEVELOPMENT LLC,odyssey-agricultural-development-llc,cultivator,,,,CA,,US,,,(323) 632-6469,Aaron@traditional.Com,,CCL21-0001388,FALSE,FALSE,FALSE,FALSE
US-0008768,ODYSSEY AGRICULTURAL DEVELOPMENT LLC,odyssey-agricultural-development-llc,ODYSSEY AGRICULTURAL DEVELOPMENT LLC,odyssey-agricultural-development-llc,cultivator,,,,CA,,US,,,(213) 459-3465,Aaron@odyssey-Insights.Com,,CCL21-0001390,FALSE,FALSE,FALSE,FALSE
