BUSINESS_NAME,BUSINESS_EMAIL,BUSINESS_PHONE,BUSINESS_ADDRESS_1,BUSINESS_ADDRESS_2,BUSINESS_CITY,BUSINESS_STATE,BUSINESS_ZIP_CODE,MAILING_ADDRESS_1,MAILING_ADDRESS_2,MAILING_CITY,MAILING_STATE,MAILING_ZIP_CODE,EIN_TIN,LICENSE_NUMBER,LICENSE_TYPE,REVIEW_PRIORITY,FIRST_COMPLIANCE_REVIEW_DATE,CNB_DEEMED_COMPLETE_DATE,APPROVED_LICENSE_STAGE,LICENSE_STATUS,LIC_FEE_PAYMENT_SUBMITTED_DATE,LICENSE_FEE_AMOUNT,PHYSICAL_ADDRESS_1,PHYSICAL_ADDRESS_2,PHYSICAL_CITY,PHYSICAL_ZIP_CODE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,APPROVED_SOCIAL_EQUITY,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,CULTIVATION_ENVIRONMENT,CULTIVATION_TIER,CNB_INITIAL_DATE_OF_REVIEW,CNB_DATE_NOTICE_SENT_TO_MUNICIPALITY,CNB_60_DAY_MUNICIPAL_DEADLINE_DATE,CNB_90_DAY_REVIEW_DEADLINE_DATE,CNB_DATE_BACKGROUND_AUTHORIZATION_SENT,CNB_DATE_BACKGROUND_REPORT_RECEIVED,CNB_FINGER_PRINT_RESULTS_RECEIVED_DATE,CNB_DATE_OF_MUNICIPAL_RESPONSE,CNB_FINAL_APPLICATION_REVIEW,CNB_APPLICATION_RECOMMENDATION,CNB_DATE_OF_FINAL_INSPECTION,CNB_FINAL_INSPECTION_RESULT,CNB_FINAL_LICENSE_RECOMMENDATION,CNB_DATE_OF_FINAL_LICENSURE,COMMENCE_OPERATIONS_DATE,LICENSE_ORIGINAL_START_DATE,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_SUSPENSION_START_DATE,LICENSE_SUSPENSION_END_DATE,LICENSE_REVOCATION_DATE,LICENSE_SURRENDERED_DATE,SOURCE_FILE,APPLICATION_DENIED_DATE,APPROVED_SE_NUMBER,APPLICATION_APPROVED_DATE,ORIGINAL_SUBMITTED_DATE,APPLICATION_CREATED_DATE,APPLICATION_STATUS,SUBMITTED_DATE,PAYMENT_AMOUNT,APPLICATION_NUMBER,ESTABLISHMENT_ADDRESS_1,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_CITY,ESTABLISHMENT_STATE,ESTABLISHMENT_ZIP_CODE,REVIEW_PRIORITY_CATEGORY,REVIEW_PRIORITY_TYPE,COMMENCE_OPS,INDUSTRY
EOS-Bittersweet LLC,suehiko@gmail.com,914-960-0469,973 Barker Road,,Pittsfield ,MA,01201,15 Charisma Drive,,Pittsfiled,MA,01201,84-2076060,MC281338,Marijuana Cultivator,Expedited Review - Two or More,,,FINAL LICENSE,Active,,22500,973 Barker Road,,Pittsfield,01201,False,No,,,,,,,,,Outdoor,"Tier 10: 80,001 to 90,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MCN281338,973 Barker Road,,Pittsfield,MA,01201,Expedited Review,Two or More,FALSE,Adult-Use
EOS-Bittersweet LLC,suehiko@935cmr500.com,914-960-0469,973 Barker Road,,Pittsfield,MA,01201,15 Charisma Drive,,Pittsfield,MA,01201,84-2076060,MC282296,Marijuana Cultivator,Expedited Review - DBE Status,,,FINAL LICENSE,Active,,2500,973 Barker Road,,Pittsfield,01201,False,No,,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN282296,973 Barker Road,,Pittsfield,MA,01201,Expedited Review,DBE Status,FALSE,Adult-Use
Mass Cannabis Growers Cooperative,brandonamosgates@gmail.com,413-570-5673,62 Main St - Bldg #3 ,,Hatifled,MA,01038,PO Box 704,,Hatfield,MA,01038,84-2079381,CO281452,Craft Marijuana Cooperative,Expedited Review - License Type,,,PROVISIONAL LICENSE,Active,,5000,,,,,False,No,,,,,,,,,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,600,CON281452,62 Main Street - Bldg #3,,Hatifled,MA,01038,Expedited Review,License Type,FALSE,Adult-Use
Bean Collective LLC,donald@THCdepotUSA.com,617-687-9149,63 Coburn St.,,Lowell,MA,01850,63 Coburn st,,Lowell,MA,01850,84-2083386,MD1286,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,1431 Bedford st,,Abington,02351,False,No,SE303968,,INCOMPLETE,EE201943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,MDA1286,1431 Bedford Street,,Abington,MA,02351,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Bean Collective LLC,donkbrealty@yahoo.com,617-687-9149,63 Coburn st,,Lowell,MA,01852,63 Coburn st,,Lowell,MA,01852,84-2083386,PDO103048,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE303968,,INCOMPLETE,EE201943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,PDOA103048,63 Coburn Street,,Lowell,MA,01852,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Bean Collective,donald@THCdepotUSA.com,617-687-9149,63 Coburn st,,Lowell,MA,01850,94 Dalby st,,Newton,MA,02458,84-2083386,PMD5822,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE303968,,INCOMPLETE,EE201943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,PMDA5822,63 Coburn Street,,Lowell,MA,01850,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Belle Fleur Holdings LLC,rolandy@bellefleurmass.com,857-245-8311,138 Otis Stage Road,,Blandford,MA,01008,"51 Lincoln Street, Apt. 2",,Hyde Park,MA,02136,84-2084638,MC283095,Marijuana Cultivator,Expedited Review - DBE Status,,,FINAL LICENSE,Active,,51643.84,138 Otis Stage Road,,Blandford,01008,False,No,,,,,,,,,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,2000,MCN283095,138 Otis Stage Road,,Blandford,MA,01008,Expedited Review,DBE Status,FALSE,Adult-Use
SUN AND SOIL CRAFT CANNABIS LLC,sunandsoil1@gmail.com,413-800-2752,24 MOUNTAIN BRANCH RD,,CHARLEMONT,MA,01339,24 MOUNTAIN BRANCH RD,,CHARLEMONT,MA,01339,84-2106129,MC282765,Marijuana Cultivator,Expedited Review - License Type,,,PROVISIONAL LICENSE,Expired,,2500,24 MOUNTAIN BRANCH RD,,Charlemont,01339,False,No,,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,200,MCN282765,24 Mountain Branch Road,,Charlemont,MA,01339,Expedited Review,License Type,FALSE,Adult-Use
Tree Market Taunton LLC,eli@treemarketmj.com,206-601-1070,7613 Overlake Drive W,,Medina,WA,98039,7613 Overlake Drive W,,Medina,WA,98039,84-2123286,MR281597,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,9 Cape Road,,Taunton,02780,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN281597,9 Cape Road,,Taunton,MA,02780,General Applicant,General Applicant,FALSE,Adult-Use
Volcann LLC,polatol@msn.com,413-250-5447,15 College Highway ,Unit G2,Southampton,MA,01073,5 Nicholas Lane,,Southampton,MA,01073,84-2171651,MR282925,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,15 College Highway,Unit G2,Southampton,01073,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN282925,15 College Highway,Unit G2,Southampton,MA,01073,General Applicant,General Applicant,FALSE,Adult-Use
Alexsofia LLC,christoss974@yahoo.com,413-695-3788,41 Strong Ave. ,,Northampton,MA,01060,20 Hillside Lane,,Ashley Falls,MA,01222,84-2171651,MR282926,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,41 Strong Ave. ,,Northampton,01060,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN282926,41 Strong Avenue,,Northampton,MA,01060,General Applicant,General Applicant,FALSE,Adult-Use
Fuego Farms Inc.,Shane.Hyde.Fuego@gmail.com,774-488-9226,254 Newhill Ave.,,Somerset,MA,02726,77 Pond Street,,Sharon,MA,02067,84-2193238,MC282234,Marijuana Cultivator,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,1250,370 Wareham Street,Lot 2,Middleborough,02346,False,No,,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN282234,370 Wareham Street,Lot 2,Middleborough,MA,02346,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Fuego Farms Inc.,Shane.Hyde.Fuego@gmail.com,774-488-9226,254 Newhill Ave.,,Somerset,MA,02726,77 Pond Street,,Sharon,MA,02067,84-2193238,MP281716,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,5000,370 Wareham Street,,Middleborough,02346,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MPN281716,370 Wareham Street,,Middleborough,MA,02346,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Emerald River LLC,morriss@em-river.com,413-535-0621,127 Saint Kolbe Dr,,Holyoke,MA,01040,127 Saint Kolbe Dr,,Holyoke,MA,01040,84-2206309,PDO103028,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE304495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE304495,,,,APPROVED,,,PDOA103028,127 Saint Kolbe Drive,,Holyoke,MA,01040,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"Trava, Inc.",viksmokeshop@gmail.com,508-566-6667,3119 Cranberry Highway,,Wareham,MA,02538,1576 Hancock Street,,Quincy,MA,02169,84-2236743,MC283495,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Expired,,2500,3119 Cranberry Highway,,Wareham,02538,False,No,,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN283495,3119 Cranberry Highway,,Wareham,MA,02538,General Applicant,General Applicant,FALSE,Adult-Use
"Trava, Inc.",viksmokeshop@gmail.com,508-566-6667,3119 Cranberry Highway,,Wareham,MA,02538,1576 Hancock Street,,Quincy,MA,02169,84-2236743,MP282069,Marijuana Product Manufacturer,General Applicant,,,PROVISIONAL LICENSE,Expired,,10000,3119 Cranberry Highway,,Wareham,02538,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282069,3119 Cranberry Highway,,Wareham,MA,02538,General Applicant,General Applicant,FALSE,Adult-Use
"TSC Operations, LLC",ryan@topshelfcannaseurs.com,508-494-5238,11 Brent Drive,,Hudson,MA,01749,25 Harriman Road,,Hudson,MA,01749,84-2290468,MC281604,Marijuana Cultivator,Expedited Review - Two or More,,,FINAL LICENSE,Active,,2500,11 Brent Drive,,Hudson,01749,False,No,,,,,,,,,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE303732,,,,APPROVED,,400,MCN281604,11 Brent Drive,,Hudson,MA,01749,Expedited Review,Two or More,FALSE,Adult-Use
Top Shelf Cannaseurs LLC,ryan@topshelfcannaseurs.com,508-494-5238,11 Brent Drive,,Hudson,MA,01749,25 Harriman Road,,Hudson,MA,01749,84-2290468,MP281435,Marijuana Product Manufacturer,Expedited Review - Two or More,,,PROVISIONAL LICENSE,Active,,5000,11 Brent Drive,,Hudson,01749,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE303732,,,,APPROVED,,300,MPN281435,11 Brent Drive,,Hudson,MA,01749,Expedited Review,Two or More,FALSE,Adult-Use
"The Holistic Concepts, Inc",david@thcbrockton.com,339-970-8721,1915 Main St.,,Brockton,MA,02301,95 West Elm St. ,,Brockton,MA,02301,84-2294903,MR283012,Marijuana Retailer,Expedited Review - Social Equity Participant,,,FINAL LICENSE,Active,,5000,1915 Main St.,,Brockton,02301,False,Yes,SE304911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN283012,1915 Main Street,,Brockton,MA,02301,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Mint Dispensary Facilities II LLC,permits@brightroot.com,602-931-3663,1035 South Street,,Pittsfield,MA,01201,21001 N Tatum Blvd #1630-486,,Phoenix,AZ,85050,84-2306875,MR282824,Marijuana Retailer,General Applicant,,,PROVISIONAL LICENSE,Expired,,10000,1035 South Street,,Pittsfield,01201,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN282824,1035 South Street,,Pittsfield,MA,01201,General Applicant,General Applicant,FALSE,Adult-Use
BKPN LLC,pcnpcn@comcast.net,978-319-2773,1274 Merrimack Street,,DRACUT,MA,01826,1274 Merrimack Street,,DRACUT,MA,01826,84-2328124,MR282853,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,1274 Merrimack Street,,Dracut,01826,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,300,MRN282853,1274 Merrimack Street,,Dracut,MA,01826,General Applicant,General Applicant,FALSE,Adult-Use
"NAP ADVISORS, LLC",ASHLEY@POINTSEVENGROUP.COM,774-571-7956,62 Christian Lane,,Whately,MA,01373,"44 School Street, Suite 325",,Boston,MA,02108,84-2341681,MC282250,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Expired,,50000,62 Christian Lane,,Whately,01373,False,No,,,,,,,,,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,2000,MCN282250,62 Christian Lane,,Whately,MA,01373,General Applicant,General Applicant,FALSE,Adult-Use
"Holland Brands NA, LLC",zac@hollandbrands.org,845-304-8375,55 Henshaw,,Brighton,MA,02135,55 Henshaw,,Brighton,MA,02135,84-2349396,MR283288,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,1320 South Washington Street,,North Attleborough,02760,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN283288,1320 South Washington Street,,North Attleborough,MA,02760,General Applicant,General Applicant,FALSE,Adult-Use
"Cosmopolitan Dispensary, Inc.",willflanagan@juno.com,508-789-7421,82 Hartwell Street,,Fall River,MA,02720,60 Rock Street,,Fall River,MA,02720,84-2360365,MR282961,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,82 Hartwell Street,,Fall River,02720,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN282961,82 Hartwell Street,,Fall River,MA,02720,General Applicant,General Applicant,FALSE,Adult-Use
"Greenerside Holdings, LLC",jaison.cramer@gmail.com,617-792-8714,62 Harold Street,,Boston,MA,02119,62 Harold Street,,Boston,MA,02119,84-2362662,MC281610,Marijuana Cultivator,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Active,,12500,180 Laurel Street,,Greenfield,01301,true,Yes,EE202424,,,,EE202424,,,,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305852,,,,APPROVED,,600,MCN281610,180 Laurel Street,,Greenfield,MA,01301,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
"Greenerside Holdings, LLC",jaison.cramer@gmail.com,617-792-8714,62 Harold Street,,Boston,MA,02119,62 Harold Street,,Boston,MA,02119,84-2362662,MR282939,Marijuana Retailer,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Active,,5000,180 Laurel Street,,Greenfield,01301,true,Yes,EE202424,,,,EE202424,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305852,,,,APPROVED,,300,MRN282939,180 Laurel Street,,Greenfield,MA,01301,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
"Greenerside Holdings, LLC",jaison.cramer@gmail.com,617-792-8714,62 Harold St.,,Boston,MA,02119,62 Harold St.,,Boston,MA,02119,84-2362662,PDO103590,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,EE202424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE305852,,,,APPROVED,,,PDOA103590,62 Harold Street,,Boston,MA,02119,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
311 Page Blvd Holding Group LLC,sgrant@publicpolicylaw.com,413-330-2572,311 Page Blvd,,Springfield,MA,01104,63 Woodcrest Road,,Springfield,MA,01129,84-2409132,MR282714,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,311 Page Boulevard,,Springfield,01104,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN282714,311 Page Boulevard,,Springfield,MA,01104,General Applicant,General Applicant,FALSE,Adult-Use
MRM Industries LLC,blakemensing@gmail.com,781-964-5159,56 Industrial Drive,Unit B,Uxbridge ,MA,01569,100 STATE STREET,9TH FLOOR,Boston,MA,02109,84-2420149,MC282498,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Expired,,1250,56 Industrial Drive,Unit B,Uxbridge,01569,False,No,,,,,,,,,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,200,MCN282498,56 Industrial Drive,Unit B,Uxbridge,MA,01569,General Applicant,General Applicant,FALSE,Adult-Use
Coyote Cannabis Corporation,Blake@MensingGroup.com,781-964-5159,420 West Street,,Uxbridge,MA,01569,100 State Street,9th Floor,Boston,MA,02109,84-2420149,MC283657,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Active,,1250,420 West Street,,Uxbridge,01569,False,No,,,,,,,,,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN283657,420 West Street,,Uxbridge,MA,01569,General Applicant,General Applicant,FALSE,Adult-Use
MRM Industries LLC,blakemensing@gmail.com,781-964-5159,56 Industrial Drive,Unit B,Uxbridge,MA,01569,100 STATE STREET,9TH FLOOR,Boston,MA,02109,84-2420149,MP281798,Marijuana Product Manufacturer,General Applicant,,,FINAL LICENSE,Active,,10000,56 Industrial Drive,Unit B,Uxbridge,01569,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN281798,56 Industrial Drive,Unit B,Uxbridge,MA,01569,General Applicant,General Applicant,FALSE,Adult-Use
Coyote Cannabis Corporation,Blake@MensingGroup.com,781-964-5159,420 West Street,,Uxbridge,MA,01569,100 State Street,9th Floor,Boston,MA,02109,84-2420149,MP282152,Marijuana Product Manufacturer,General Applicant,,,PROVISIONAL LICENSE,Active,,10000,420 West Street,,Uxbridge,01569,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282152,420 West Street,,Uxbridge,MA,01569,General Applicant,General Applicant,FALSE,Adult-Use
"DMA HOLDINGS (MA), LLC",nick@lakeshorelegalsolutions.com,508-943-7800,35 Chase Avenue,,Dudley,MA,01571,703 Beacon Park,,Webster,MA,01570,84-2453548,MC282703,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Active,,35000,35 Chase Avenue,,Dudley,01571,False,No,,,,,,,,,Indoor,"Tier 08: 60,001 to 70,000 sq. ft",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,2000,MCN282703,35 Chase Avenue,,Dudley,MA,01571,General Applicant,General Applicant,FALSE,Adult-Use
"DMA Holdings (MA), LLC",nick@lakeshorelegalsolutions.com,508-943-7800,35 Chase Avenue,,Dudley,MA,01571,703 Beacon park,,Webster,MA,01570,84-2453548,MP281861,Marijuana Product Manufacturer,General Applicant,,,PROVISIONAL LICENSE,Active,,10000,35 Chase Avenue,,Dudley,01571,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN281861,35 Chase Avenue,,Dudley,MA,01571,General Applicant,General Applicant,FALSE,Adult-Use
"DMA Holdings (MA), LLC",nick@lakeshorelegalsolutions.com,508-450-2720,35 Chase Avenue,,Dudley,MA,01571,PO Box 1210,,Webster,MA,01570,84-2453548,MR283264,Marijuana Retailer,General Applicant,,,FINAL LICENSE,Active,,10000,35 Chase Avenue,,Dudley,01571,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MRN283264,35 Chase Avenue,,Dudley,MA,01571,General Applicant,General Applicant,FALSE,Adult-Use
Berkshire Kind Inc.,pjs@berkshirekind.com,413-344-0264,33 State Street,,Springfield,MA,01103,PO Box 4021,212 Fenn Street,Pittsfield,MA,01201,84-2557812,MC282303,Marijuana Cultivator,General Applicant,,,PROVISIONAL LICENSE,Active,,2500,50 Woodland Avenue ,,Pittsfield,01201,False,No,,,,,,,,,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,400,MCN282303,50 Woodland Avenue,,Pittsfield,MA,01201,General Applicant,General Applicant,FALSE,Adult-Use
Berkshire Kind Inc.,pjs@berkshirekind.com,413-344-0264,343 Pecks Road,,Pittsfield,MA,01201,212 Fenn St #4021,,Pittsfield,MA,01201,84-2557812,MP282222,Marijuana Product Manufacturer,General Applicant,,,FINAL LICENSE,Active,,10000,343 Pecks Road,,Pittsfield,01201,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,1500,MPN282222,343 Pecks Road,,Pittsfield,MA,01201,General Applicant,General Applicant,FALSE,Adult-Use
Treevit LLC,treevitllc@gmail.com,413-219-6716,129 Moxon St,,Springfield,MA,01151,129 Moxon St,,Springfield,MA,01151,84-2597298,DO100105,Marijuana Courier,Expedited Review - Social Equity Participant,,,FINAL LICENSE,Active,,5000,134 Chestnut Hill Avenue,,Athol,01331,False,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE303820,,,,APPROVED,,,DOA100105,134 Chestnut Hill Avenue,,Athol,MA,01331,Expedited Review,Social Equity Participant,FALSE,Adult-Use
Treevit LLC,treevitllc@gmail.com,413-219-6716,129 Moxon St,,Springfield,MA,01151,129 Moxon St,,Springfield,MA,01151,84-2597298,PDO103040,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE303820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE303820,,,,APPROVED,,,PDOA103040,129 Moxon Street,,Springfield,MA,01151,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"GreenGrab, Inc.",o.breton@greengrab.biz,781-491-4047,620 Beaulieu Street,,Holyoke,MA,01040,172 Birchland Ave,,Springfield,MA,01119,84-2641313,MD1263,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,620 Beaulieu Street,,Holyoke,01040,False,No,SE304954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE304954,,,,APPROVED,,,MDA1263,620 Beaulieu Street,,Holyoke,MA,01040,Expedited Review,Social Equity Participant,FALSE,Adult-Use
GreenGrab Inc.,o.breton@greengrab.biz,413-250-2181,172 birchland ave,,spingfield,MA,01119,172 birchland ave,,spingfield,MA,01119,84-2641313,PDO103118,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE304954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE304954,,,,APPROVED,,,PDOA103118,172 Birchland Avenue,,Spingfield,MA,01119,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"GreenGrab, Inc.",o.breton@greengrab.biz,781-491-4047,620 Beaulieu Street,,Holyoke,MA,01040,172 Birchland Ave,,Springfield,MA,01119,84-2641313,PMD5813,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,,,PROVISIONAL LICENSE,Expired,,,,,,,False,No,SE304954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,SE304954,,,,APPROVED,,,PMDA5813,620 Beaulieu Street,,Holyoke,MA,01040,Expedited Review,Social Equity Participant,FALSE,Adult-Use
"KG Collective Brockton, LLC",mike@kushgroove.com,617-866-3466,1536 Tremont Street,,Boston,MA,02120,1536 Tremont Street,,Boston,MA,02120,84-2651712,MR281374,Marijuana Retailer,Priority Review - Economic Empowerment Priority,,,FINAL LICENSE,Active,,5000,912 Crescent Street,,Brockton,02302,true,Yes,EE201965,,APPROVED,EE201965,EE201965,,,,,,,,,,,,,,,,,,,,,,,,,,,,Establishment_and_MTC_New_Applications.csv,,,,,,APPROVED,,,MRN281374,912 Crescent Street,,Brockton,MA,02302,Priority Review,Economic Empowerment Priority,FALSE,Adult-Use
