name,dba,slug,type,url,is_bad_url,street_address,city,state,zip_code,country,lat,lng,phone,email,license_state
Data Not Available,FUJI BROTHERS LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 295-9903,Email@fujibrothers.Com,CCL25-0000165
Data Not Available,FV Farms LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 346-8273,Frogvillefarms@gmail.Com,CCL19-0001108
Data Not Available,Farms Farm Farm LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(850) 238-9212,EriktileLLC@yahoo.Com,CCL26-0000096
Data Not Available,Farthest Field LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 489-0263,Luke.Farthestfield@gmail.Com,CCL19-0005633
Data Not Available,Farthest Field LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 489-2363,Luke.Farthestfield@gmail.Com,CCL20-0000051
Data Not Available,Farthest Field LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 489-2363,Luke.Farthestfield@gmail.Com,CCL24-0000172
Data Not Available,"Fat Quail Farms, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 223-7989,Trevorpeterstevens@gmail.Com,CCL18-0003233
Data Not Available,Fernando Garcia,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 972-8123,Mendohills@yahoo.Com,CCL25-0000222
Data Not Available,FinMark Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 287-6385,Finmark@gmail.Com,CCL18-0003590
Data Not Available,FinMark Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 287-6385,Finmark@gmail.Com,CCL18-0003592
Data Not Available,FinMark Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 287-6385,Finmark@gmail.Com,CCL18-0003593
Data Not Available,Fire Creek Farms LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 362-7144,Etahumboldtfirecreek@gmail.Com,CCL22-0001912
Data Not Available,Firerobin LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 499-1289,Firerobin.Info@gmail.Com,CCL21-0003635
Data Not Available,Firm Garden LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(414) 467-2815,Mouachee5@gmail.Com,CCL25-0000182
Data Not Available,"Five Geese Grove, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 205-3981,Alan.Hoang38@gmail.Com,CCL19-0004917
Data Not Available,"Flore Farms, Inc",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 583-3555,Tobiasdodge@mac.Com,CCL21-0001819
Data Not Available,Flying Emu LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(650) 521-6928,Jessharness731@gmail.Com,CCL19-0004594
Data Not Available,"Foli Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(202) 372-6977,FolifarmsLLC@gmail.Com,CCL18-0003620
Data Not Available,FooDoo Farm,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 292-3761,B2bjones50@yahoo.Com,CCL19-0003291
Data Not Available,Foothill River Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 210-7967,Sebastian@foothillriverfarms.Com,CCL23-0000605
Data Not Available,Freedom Flora LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 200-1720,Kevin@freedomfloraLLC.Com,CCL26-0000039
Data Not Available,"Friendship Garden, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(763) 334-0246,FriendshipgardenLLC51@gmail.Com,CCL25-0000310
Data Not Available,"Frosty Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 923-1414,Cindi@asis.Com,CCL20-0003165
Data Not Available,Fuji Brothers LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(949) 295-9903,Email@fujibrothers.Com,CCL25-0000164
Data Not Available,"Full Cup Farmstead, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 499-3729,Fcfhumboldt@gmail.Com,CCL18-0001749
Data Not Available,Full Moon Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 672-5141,Huminvestments@yahoo.Com,CCL18-0001943
Data Not Available,Full Sun Farm,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 498-8704,Trellmessenger@yahoo.Com,CCL18-0001759
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Compliance@glasshousegroup.Com,CCL18-0001582
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Compliance@glasshousegroup.Com,CCL18-0001589
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Compliance@glasshousegroup.Com,CCL18-0001599
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Compliance@glasshousegroup.Com,CCL18-0001622
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Compliance@glasshousegroup.Com,CCL18-0001624
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Compliance@glasshousegroup.Com,CCL18-0001633
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Compliance@glasshousegroup.Com,CCL18-0001652
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Compliance@glasshousegroup.Com,CCL18-0001655
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Compliance@glasshousegroup.Com,CCL18-0001664
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Compliance@glasshousegroup.Com,CCL18-0001678
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(805) 252-5755,Compliance@glasshousegroup.Com,CCL18-0001683
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Compliance@glasshousegroup.Com,CCL18-0001695
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Compliance@glasshousegroup.Com,CCL18-0001696
Data Not Available,G&K Produce LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Compliance@glasshousegroup.Com,CCL18-0001700
Data Not Available,GE Sonoma,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 971-8170,Daniel@gecollective.Com,CCL23-0000356
Data Not Available,"GLG, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(847) 456-0773,Nealpatelnbs@gmail.Com,CCL18-0002126
Data Not Available,"GREEN BRIDGE HOLDINGS, INC.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(626) 374-7018,Ampacfunding@gmail.Com,CCL18-0003214
Data Not Available,"GREEN BRIDGE HOLDINGS, INC.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(626) 374-7018,Ampacfunding@gmail.Com,CCL18-0003215
Data Not Available,"Gaia Gardens, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 849-7075,Cartergulch380@outlook.Com,CCL19-0005440
Data Not Available,Ganja Gardens LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 601-4581,Sohumbum@gmail.Com,CCL24-0000048
Data Not Available,Gas Farm,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 628-1009,Gasfarmtrinity@gmail.Com,CCL20-0000365
Data Not Available,Gas For Less LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(617) 916-7759,Donnellb2492@gmail.Com,CCL23-0000369
Data Not Available,"Gas Haus, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 227-4832,Marshall@dubakellabrands.Com,CCL23-0000531
Data Not Available,George McBride LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 561-2020,Geodesandgems@gmail.Com,CCL19-0003741
Data Not Available,"Glass House Camarillo Cultivation, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 264-5078,Licensing@glasshousegroup.Com,CCL25-0000177
Data Not Available,Globe Guide Investment LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(650) 921-2385,Globeguideinv@gmail.Com,CCL22-0001581
Data Not Available,Goat Rock Ranch,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 223-6400,Goatrockranch8818@gmail.Com,CCL21-0001651
Data Not Available,"Goji Y, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 953-6220,Nyang93@hotmail.Com,CCL21-0002614
Data Not Available,Golan Heights,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(917) 749-2086,Che67velle@gmail.Com,CCL23-0000575
Data Not Available,Gold Mountain Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 953-6615,Tylermichaeldaly@yahoo.Com,CCL24-0000200
Data Not Available,"Gold River Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(619) 578-9865,Beetown22@yahoo.Com,CCL23-0000144
Data Not Available,Gold Rush,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(562) 650-9950,I.Deavy@gmail.Com,CCL19-0001809
Data Not Available,Golden Cove Farms LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 249-1293,Purplereign707@gmail.Com,CCL19-0004930
Data Not Available,"Golden Dreamers, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(279) 220-5523,104firmeadow@gmail.Com,CCL25-0000346
Data Not Available,Golden Gardens,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(925) 286-8918,Jill.Brown1@gmail.Com,CCL18-0002641
Data Not Available,Golden Harvests LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(559) 908-2349,GoldenharvestLLC24@gmail.Com,CCL25-0000421
Data Not Available,"Golden Star Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(651) 434-2072,Topofthegrade532@outlook.Com,CCL19-0002560
Data Not Available,"Good Night Holdings, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 615-7350,Lakefarmrecords@yahoo.Com,CCL21-0001480
Data Not Available,GraPan LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 308-2476,Hwy20selfstorage@att.Net,CCL21-0001839
Data Not Available,"Grandma Rita's Trinity Alps Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 623-4674,Ritaminesevans@gmail.Com,CCL19-0004492
Data Not Available,"Great Ocean Harvest, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(918) 904-1147,GreatoceanharvestLLC@gmail.Com,CCL25-0000414
Data Not Available,"Green Bridge Holdings, Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(626) 374-7018,Gc.Ampac@gmail.Com,CCL23-0000159
Data Not Available,Green Corner Farms LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 326-9948,Avornvue1990@gmail.Com,CCL22-0001204
Data Not Available,Green Crown Enterprises,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(925) 324-0285,Thorshrek1@gmail.Com,CCL21-0002627
Data Not Available,Green Crows LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 798-7278,GreencrowsLLC@gmail.Com,CCL20-0001827
Data Not Available,"Green Fire Farms, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 615-7350,Mattsbusiness67@yahoo.Com,CCL20-0001531
Data Not Available,"Green Gate Gardens, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 497-7003,Greengate200@gmail.Com,CCL23-0000139
Data Not Available,Green Gift LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 250-5524,Pat.Rockwell50@gmail.Com,CCL19-0000841
Data Not Available,Green Growth Enterprises LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 850-9762,Jerrell@greengrowth.Co,CCL18-0002011
Data Not Available,Green Growth Enterprises LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(310) 850-9762,Jerrell@greengrowth.Co,CCL18-0002012
Data Not Available,"Green Jade Empire, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 322-4889,LongmouagardenLLC@gmail.Com,CCL24-0000835
Data Not Available,"Green Rose Farm, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(763) 226-8226,Greenrosefarm1290@gmail.Com,CCL24-0000192
Data Not Available,GreenAppleGlen,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(650) 823-0693,Greenappleglen@gmail.Com,CCL19-0003655
Data Not Available,"Greene Bros., Inc.",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(925) 989-9636,Mjjohnson200@aol.Com,CCL20-0000255
Data Not Available,Greenland Farms,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(661) 212-9260,Gm92592@gmail.Com,CCL18-0001863
Data Not Available,Greenleaf,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 739-5192,Herrsvideo@yahoo.Com,CCL18-0001999
Data Not Available,Greens Grow LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(608) 208-8222,Chaixiong841@gmail.Com,CCL24-0000536
Data Not Available,Grin Leaf LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 524-9889,Chengyn3@gmail.Com,CCL24-0000722
Data Not Available,"Grinn, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 498-3016,Frnnd_Olea@yahoo.Com,CCL19-0000076
Data Not Available,Groundplane LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(510) 520-2412,Aldebaran.Ranch@gmail.Com,CCL22-0000610
Data Not Available,Grow Industries LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(323) 533-5880,Nathan_Madani@yahoo.Com,CCL20-0002240
Data Not Available,Gyle Maruska,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 845-2801,Gporqthewiz@gmail.Com,CCL24-0000686
Data Not Available,"HH Organics, LLC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(530) 739-3327,Hhorganics1@gmail.Com,CCL21-0003755
Data Not Available,HIFE,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(516) 398-7622,Lyonecho@gmail.Com,CCL25-0000439
Data Not Available,"HIGH MOUNTAIN HERB COOPERATIVE, INC",data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 601-5001,Mcphersonnursery@aol.Com,CCL26-0000052
Data Not Available,HNL Flower LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(707) 601-6967,Liboldt707@yahoo.Com,CCL20-0003144
Data Not Available,HUMBOLDTOLOGY LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 966-5280,Daveandthefamily@gmail.Com,CCL20-0001820
Data Not Available,Happy Go Lucky Hayfork LLC,data-not-available,cultivator,,,Not Published,Data Not Available,CA,Data Not Available,US,,,(415) 310-8883,Johntonybuell@gmail.Com,CCL23-0000442
